supplier_tax_id,supplier_name,contracts,value_amd,single_source_share_of_value_pct,distinct_buyers,top_buyer_tax_id,top_buyer_name,top_buyer_contracts,top_buyer_value_amd,top_buyer_share_of_value_pct,first_contract,last_contract
08803091,Վարդենիսի բժշկական կենտրոն,62,1035231199,83.44,3,02507171,ՀՀ  առողջապահության  նախարարություն,60,1024293699,98.94,2017-02-09,2026-03-08
08406083,ԳԱՎԱՌԻ ԲԺՇԿԱԿԱՆ ԿԵՆՏՐՈՆ ՓԲԸ,22,1022753596,84.97,2,02507171,ՀՀ  առողջապահության  նախարարություն,17,1021305600,99.86,2013-12-26,2022-01-23
08623502,ՄՈՒՐԱԴՅԱՆ ՔՈՆՍԹՐԱՔՇՆ ՍՊԸ,52,1022178200,0,3,02593108,Երևանի քաղաքապետարան,50,1019961200,99.78,2021-03-11,2026-07-01
02630484,«Կոմիտասի թանգարան-ինստիտուտ» ՊՈԱԿ,18,1019408600,0.27,3,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",16,1016628600,99.73,2018-12-19,2026-02-02
00455925,ԴԱՎԻԹՇԻՆ ՍՊԸ,26,995568150,0,6,02593108,Երևանի քաղաքապետարան,13,908556790,91.26,2017-02-14,2023-04-03
00126436,Գրանդ Ավտո ՍՊԸ,33,975230350,2.18,1,00476409,Էկոպարեկային ծառայություն,33,975230350,100,2024-11-10,2026-08-04
01202433,ԵՐԵՎԱՆՅԱՆ ԲԱԶԱԼՏ ՍՊԸ,11,971013898,2.19,1,02593108,Երևանի քաղաքապետարան,11,971013898,100,2023-05-09,2026-06-28
03517269,«ՍՕՍ-Մանկական Գյուղեր» հայկական բարեգործական հիմնադրամ,25,965881885,0,2,01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,24,959881885,99.38,2022-01-25,2026-04-21
00009253,Էդիթ Պրինտ ՍՊԸ,57,948892086,54.98,9,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",30,856450466,90.26,2016-06-14,2026-07-27
05500891,Գյումրու Վ.Աբաջյանի անվան Ընտանեկան ԲԿ ՓԲԸ,25,947356550,87.41,1,02507171,ՀՀ  առողջապահության  նախարարություն,25,947356550,100,2017-02-09,2023-04-25
05807457,Ախուրյանի ԲԿ ՓԲԸ,45,945308725,86.58,1,02507171,ՀՀ  առողջապահության  նախարարություն,45,945308725,100,2017-02-09,2023-04-25
01805215,Երևանի քաղաքապետարանի թիվ 9 մանկական պոլիկլինիկա,17,939526205,96.49,1,02507171,ՀՀ  առողջապահության  նախարարություն,17,939526205,100,2017-02-09,2023-04-25
02230805,ՄԱՄԼԻՉ-ՆԿ ՍՊԸ  ,46,928642959,0,5,04401874,«Հայկական ատոմային էլեկտրակայան» ՓԲԸ,40,908591199,97.84,2018-05-07,2026-06-22
03509365,Աբովյանի ծննդատուն ՊՓԲԸ,38,925108699,78.47,1,02507171,ՀՀ  առողջապահության  նախարարություն,38,925108699,100,2017-02-09,2026-03-08
09428016,Սյունիքի մարզի երեխայի աջակցության և խնամքի կենտրոն ՊՈԱԿ,10,922458200,0,1,01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,10,922458200,100,2022-02-02,2026-02-05
01202742,Մաշկաբանության և սեռավարակաբանության ԲԳԿ ՓԲԸ,14,918036310,90.95,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,918036310,100,2017-02-09,2022-01-23
00115079,Արաբկիր մանկական պոլիկլինիկա ՓԲԸ,11,912962265,86.42,1,02507171,ՀՀ  առողջապահության  նախարարություն,11,912962265,100,2017-02-09,2022-09-30
06001341,Մարալիկի ԱԿ ՓԲԸ,37,904762888,87.78,1,02507171,ՀՀ  առողջապահության  նախարարություն,37,904762888,100,2017-02-09,2025-08-18
01299858,ՑԵՆՏՌԱ ԿՈԼ,31,900693320,0,6,02593108,Երևանի քաղաքապետարան,25,820454960,91.09,2020-02-23,2026-08-18
00877786,Մաստերֆուդ ՍՊԸ,14,894677008,32.04,1,02522157,ՀՀ  պաշտպանության  նախարարություն,14,894677008,100,2016-03-09,2019-05-09
01506188,«Երևանի կամերային պետական թատրոն»  ՊՈԱԿ,12,889206692,0.17,2,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",11,887711692,99.83,2021-09-23,2026-03-09
02555092,«Հայաստանի Հանրապետության բռնցքամարտի ֆեդերացիա» հասարակական կազմակերպություն,11,884984800,0,1,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",11,884984800,100,2022-01-24,2026-01-22
01847941,Քլինլայն ՍՊԸ,11,874634450,0.24,5,00000911,«Կարեն Դեմիրճյանի անվան Երևանի մետրոպոլիտեն» ՓԲԸ,5,872568000,99.76,2018-02-26,2026-05-05
01505616,Թիվ 4 պոլիկլինիկա,17,871887335,89.27,1,02507171,ՀՀ  առողջապահության  նախարարություն,17,871887335,100,2017-02-09,2023-04-25
08202815,Մարտունու ԲԿ ՓԲԸ,30,867753733,79.82,1,02507171,ՀՀ  առողջապահության  նախարարություն,30,867753733,100,2017-02-09,2024-01-02
00007583,«Հայաստանի կարատեի ֆեդերացիա» հասարակական կազմակերպություն,13,866629900,0,1,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",13,866629900,100,2022-01-23,2026-06-21
07203843,ԼԻՄՀԵՐԹ ՍՊԸ,18,862841764,0.75,4,06400733,Ստեփանավանի համայնքապետարան,15,780133395,90.41,2017-06-23,2026-05-25
06904082,Մասիս ՍՊԸ,17,859896445,0.06,4,00846441,Հայաստանի տարածքային զարգացման հիմնադրամ,11,784158640,91.19,2018-11-26,2026-07-07
01573636,«Հովհաննես Շարամբեյանի անվան ժողովրդական արվեստների թանգարան» ՊՈԱԿ,45,855700400,0.07,2,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",44,855658400,100,2021-10-18,2026-08-13
02254002,Կարմիր բլուր պոլիկլինիկա ՓԲԸ,15,855229975,87.86,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,855229975,100,2017-02-09,2023-04-25
02854567,«ՋԻ-ԴԻ ԷՅ-ԷՄ» ՍՊԸ,14,853346213,0,1,02565518,ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,14,853346213,100,2023-05-10,2026-08-13
01064204,««Արցախճան» ինստիտուտ» ՓԲԸ,123,849792849,34.64,12,02578338,ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,89,766030849,90.14,2016-09-24,2026-06-30
06003885,ES Group Europe s.r.o.,11,842117756,0,1,04401874,«Հայկական ատոմային էլեկտրակայան» ՓԲԸ,11,842117756,100,2021-12-21,2026-04-06
03304362,ՆորՀաճընի Պոլիկլինիկա ՊՓԲԸ,30,841950325,87.91,2,02507171,ՀՀ  առողջապահության  նախարարություն,24,834402725,99.1,2017-02-09,2023-11-07
02840667,Ստեպ Լոջիկ ՍՊԸ,20,827617011,0.11,10,02629081,ՀՀ ֆինանսների նախարարություն,8,783211764,94.63,2021-08-11,2026-06-30
01239894,ՇԻՆՀԱՅ ՊՈ ՍՊԸ,43,825010810,0,1,02593108,Երևանի քաղաքապետարան,43,825010810,100,2017-02-03,2026-05-28
05503375,Բեռլին պոլիկլինիկա ՓԲԸ,15,805067715,87.06,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,805067715,100,2017-02-09,2023-04-25
00107399,ՀՀ ՊԵԿ «ՈՒսումնական կենտրոն» ՊՈԱԿ,64,799709934,0.77,23,02647057,ՀՀ պետական եկամուտների կոմիտե,31,785970511,98.28,2017-03-14,2026-08-23
01549522,Արմամաքս ՍՊԸ,12,793038000,94.77,1,02507171,ՀՀ  առողջապահության  նախարարություն,12,793038000,100,2017-02-09,2023-01-22
04715288,Ռադար-Ավիա ՓԲԸ,12,792701748,87.12,1,02522157,ՀՀ  պաշտպանության  նախարարություն,12,792701748,100,2017-05-31,2026-06-03
01818051,Ֆարմատեք ՓԲԸ,14,780739550,7.03,6,02507171,ՀՀ  առողջապահության  նախարարություն,7,722838050,92.58,2016-12-01,2026-06-04
02863508,ԱՋԱՓՆՅԱԿ ՔՈՆՍԹՐԱՔՇՆ ՍՊԸ,12,779764437,0,2,02593108,ԵՐԵՎԱՆԻ ՔԱՂԱՔԱՊԵՏԱՐԱՆ,11,724257307,92.88,2023-06-22,2026-08-12
01804548,Ատոմային էլեկտրակայանների շահագործման հայկական գիտահետազոտական ինստիտուտ ՓԲԸ,17,772911600,1.64,1,04401874,«Հայկական ատոմային էլեկտրակայան» ՓԲԸ,17,772911600,100,2019-04-04,2025-06-01
02512026,Արամյանց բժշկական կենտրոն ՓԲԸ,26,768671390,77.95,1,02507171,ՀՀ  առողջապահության  նախարարություն,26,768671390,100,2017-02-09,2023-01-22
02511444,«Պատմամշակութային ժառանգության գիտահետազոտական կենտրոն» ՊՈԱԿ,40,759851513,1.09,4,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",36,752658949,99.05,2017-12-22,2026-06-23
08802975,Վարդենիսի բժշկական կենտրոն ՓԲԸ,11,753906540,87.43,1,02507171,ՀՀ  առողջապահության  նախարարություն,11,753906540,100,2017-02-09,2022-01-23
00113126,Գեոդեզիա և քարտեզագրություն ՊՈԱԿ,17,750113383,0.05,8,02534328,ՀՀ կադաստրի կոմիտե,9,745655283,99.41,2017-03-22,2019-12-17
00115353,Ատրիում պրո ստուդիո ՍՊԸ,12,737198000,0,1,02565827,ՀՀ քաղաքաշինության կոմիտե,12,737198000,100,2018-05-06,2023-01-30
01806759,«ՀԱՆՐԱՊԵՏԱԿԱՆ ՎԵՐԱԿԱՆԳՆՈՂԱԿԱՆ ԿԵՆՏՐՈՆ» ՓԲԸ,16,708010690,98.21,2,02507171,ՀՀ  առողջապահության  նախարարություն,15,707382940,99.91,2017-02-09,2025-03-12
01568139,«ԲԵՍԹ ՍՈՖԹ» ՓԲԸ,34,706337000,70.97,7,02534328,ՀՀ կադաստրի կոմիտե,23,653136000,92.47,2017-02-28,2026-06-03
05502958,Գյումրու թիվ 1 պոլիկլինիկա ՓԲԸ,15,705475545,86.63,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,705475545,100,2017-02-09,2023-04-25
00111893,Սլավմեդ Բժշկական Կենտրոն ՍՊԸ,31,697466249,84.11,1,02507171,ՀՀ  առողջապահության  նախարարություն,31,697466249,100,2017-02-09,2023-01-22
00802759,Աշխատանքի և սոցիալական հետազոտությունների ազգային ինստիտուտ  պետական ոչ առևտրային կազմակերպություն,37,693751232,0,2,01506515,ՀՀ  աշխատանքի և սոցիալական հարցերի նախարարություն,36,689346200,99.37,2017-04-11,2026-03-25
02236157,«Կրտսեր Ալեքսանյան և որդիներ» ՍՊԸ,38,679880200,73.18,3,02505511,Միասնական սոցիալական ծառայություն,18,622034200,91.49,2016-07-14,2026-04-15
06902087,ԼՈՌՈՒ ՄԱՐԶԱՅԻՆ ՀՈԳԵՆՅԱՐԴԱԲԱՆԱԿԱՆ ԴԻՍՊԱՆՍԵՐ ՊՓԲԸ,1093,679879730,89.89,4,02507171,ՀՀ  առողջապահության  նախարարություն,18,628134730,92.39,2017-02-09,2026-08-16
06103067,Արթիկի մոր և մանկան առողջության պահպանման կենտրոն ՓԲԸ,39,670742745,78.19,1,02507171,ՀՀ  առողջապահության  նախարարություն,39,670742745,100,2017-02-09,2023-01-22
07404587,Սուֆետ  ՍՊԸ,66,670244386,38.46,6,02578338,ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,44,651869921,97.26,2016-09-28,2025-12-01
01804186,Երևանի Մխիթար Սեբաստացի կրթահամալիր ՊՈԱԿ,10,666658700,0.14,4,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",6,624638700,93.7,2021-12-20,2026-02-08
01272278,Ալեքս Հոլդինգ ՍՊԸ,28,664795393,2.74,5,02522157,ՀՀ  պաշտպանության  նախարարություն,7,663332788,99.78,2016-12-19,2019-01-20
03509786,Կ.Խ. անվան Գառնիի ԱԿ ՊՈԱԿ,30,652738749,88.38,1,02507171,ՀՀ  առողջապահության  նախարարություն,30,652738749,100,2017-02-09,2026-03-31
02638968,Ուիգմոր Քլինիք ՓԲԸ,22,648167321,98.9,1,02507171,ՀՀ  առողջապահության  նախարարություն,22,648167321,100,2018-10-24,2024-02-14
06802521,Մեծ Պառնիի ԱԿ ՊՓԲԸ,19,643682610,86.59,1,02507171,ՀՀ  առողջապահության  նախարարություն,19,643682610,100,2017-02-09,2023-04-25
05533967,Գյումրու ինֆեկցիոն-հակատուբերկուլյոզային հիվանդանոց ՓԲԸ,15,610380510,72.08,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,610380510,100,2017-02-09,2021-02-22
04224354,Մաստեր Ֆարմ ՍՊԸ,33,608531679,91.76,5,02507171,ՀՀ  առողջապահության  նախարարություն,22,559019545,91.86,2017-03-06,2026-07-22
00077257,Դոմ-Դենիել ՍՊԸ,22,597113108,0,4,02534328,ՀՀ կադաստրի կոմիտե,19,561107708,93.97,2016-11-07,2026-05-11
01249468,ՖԱՐՄԱՐ ՇԻՆ ՍՊԸ,10,596993584,0,1,05031479,ՀՀ Արագածոտնի մարզպետի աշխատակազմ,10,596993584,100,2015-12-29,2026-02-09
01219297,Ս. Սարգսյան և գործընկերներ ՍՊԸ,18,596889560,86.83,1,02507171,ՀՀ  առողջապահության  նախարարություն,18,596889560,100,2017-02-09,2023-01-22
02538292,«Հայաստանի հրաձգության ֆեդերացիա» հասարակական կազմակերպություն,11,590244500,3.5,1,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",11,590244500,100,2022-01-24,2026-02-12
05536861,ԱԳԷԱ ՍՊԸ,65,579324000,16.16,10,00846441,Հայաստանի տարածքային զարգացման հիմնադրամ,42,528465000,91.22,2016-07-26,2026-04-15
00162745,ՕՆՄԵԴ ՍՊԸ,65,574129810,10.49,1,01503448,«Երևանի Մխիթար Հերացու անվան պետական բժշկական համալսարան» հիմնադրամ,65,574129810,100,2018-02-28,2026-05-05
09811433,Քարազարթ ՍՊԸ,48,569640143,0.05,13,02578338,ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,17,529552743,92.96,2017-05-03,2026-05-21
03510802,Բյուրեղավանի քաղաքային պոլիկլինիկա ՓԲԸ,22,566012550,87.79,1,02507171,ՀՀ  առողջապահության  նախարարություն,22,566012550,100,2017-02-09,2023-12-25
09417527,Քաջարանի բժշկական կենտրոն ՓԲԸ,52,557546076,86.1,1,02507171,ՀՀ  առողջապահության  նախարարություն,52,557546076,100,2017-02-09,2025-08-10
02807838,Բարմաք ՍՊԸ,12,555608239,0.18,2,03022497,Չարենցավանի համայնքապետարան,10,554980000,99.89,2017-10-20,2024-12-29
04600372,ՔԵՎՕՐՔ ԵՎ ԱՆԻԹԱ ՓԱԿՈՒՄԵԱՆՆԵՐԻ ՀԻՇԱՏԱԿԻ ՀԻՍՈՒՍԻ ՄԱՆՈՒԿՆԵՐ ԱԿ ՓԲԸ,32,553165750,87.31,2,02507171,ՀՀ  առողջապահության  նախարարություն,30,530075750,95.83,2017-02-09,2023-12-24
02612236,Արմենակ և Աննա Թադեոսեանների բժշկական կենտրոն հիմնադրամ,20,551780520,96.06,1,02507171,ՀՀ  առողջապահության  նախարարություն,20,551780520,100,2017-02-09,2023-01-22
07803161,Արծվաբերդի առողջության կենտրոն ՓԲԸ,46,548490180,86.2,1,02507171,ՀՀ  առողջապահության  նախարարություն,46,548490180,100,2017-02-09,2023-04-25
02859011,ՔԻՈՒՈՐԴՍ ՍՓԵՐԱՍՈՖԹ ՍՊԸ,11,540962903,0,1,02565518,ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,11,540962903,100,2023-06-28,2026-07-30
06102674,Փանիկի ԱԿ ՊՈԱԿ,16,540901945,88.33,1,02507171,ՀՀ  առողջապահության  նախարարություն,16,540901945,100,2017-02-09,2023-04-25
01332401,ԱՄԱ Մեդիքլ,15,526792080,0,8,02507171,ՀՀ  առողջապահության  նախարարություն,6,475806000,90.32,2023-06-06,2026-06-24
04201342,Արտաշատի Ամո Խարազյանի անվան պետական դրամատիկական թատրոն ՊՈԱԿ,16,524804300,0.01,2,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",15,524753900,99.99,2019-09-20,2026-03-22
03504939,ԱՐԶՆՈՒ ՏՈՀՄԱՅԻՆ ԹՏԽ ԲԲԸ,10,520822843,5.62,1,02522157,ՀՀ  պաշտպանության  նախարարություն,10,520822843,100,2017-02-09,2020-03-08
02855173,«ՕԿՏՈՀԱԲ» ՍՊԸ,15,513132471,0,1,02565518,ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,15,513132471,100,2022-07-31,2026-08-09
04113397,«Վեդի Ալկո»ՓԲԸ,13,511778368,0,2,02505983,ՀՀ էկոնոմիկայի նախարարություն,7,510028368,99.66,2021-03-17,2025-12-09
01508974,Թիվ 5 պոլիկլինիկա ՓԲԸ,13,508240165,86.4,1,02507171,ՀՀ  առողջապահության  նախարարություն,13,508240165,100,2017-02-09,2022-09-30
00000000,(Reinhausen GmbH) MR,43,508168127,99.51,6,02205028,«Երևանի Ջերմաէլեկտրակենտրոն» ՓԲԸ,16,460434347,90.61,2018-05-21,2026-06-28
03810239,Ռուզ-Մարտի ՍՊԸ,48,506108037,1.22,3,03801428,Մասիսի համայնքապետարան,46,499964037,98.79,2023-01-10,2026-07-26
05502305,Գյումրու Արիե Կուփերսթոքի անվան ՎԿ ՓԲԸ,24,503397467,92.11,3,02507171,ՀՀ  առողջապահության  նախարարություն,10,489175720,97.17,2015-12-28,2023-01-22
00222198,Ջ ԵՎ Վ ,15,500732633,3,3,02593108,Երևանի քաղաքապետարան,13,480212633,95.9,2022-10-05,2025-08-04
90033536,Մետաքսկոմբինատ ՍՊԸ,14,500597496,0,1,02522157,ՀՀ  պաշտպանության  նախարարություն,14,500597496,100,2016-08-24,2021-05-24
05530985,Ամասիայի առողջության կենտրոն ՓԲԸ,29,500441975,85.74,1,02507171,ՀՀ  առողջապահության  նախարարություն,29,500441975,100,2017-02-09,2023-04-25
04104551,Վեդու ծննդատուն ՓԲԸ,22,498499600,91.93,1,02507171,ՀՀ  առողջապահության  նախարարություն,22,498499600,100,2017-02-09,2020-12-27
01565913,«ՆՍԹ ԱՐՔԻԹԵՔՉՈՒՐ ՍՏՈՒԴԻՈ» ՍՊԸ,14,498134884,99.91,3,02704199,Բարձրագույն կրթության և գիտության կոմիտե,4,455000000,91.34,2015-08-13,2026-04-28
09213311,ՖՐԱՆՍ-ՀԱՅԿԱԿԱՆ ՍՐՏԱՆՈԹԱՅԻՆ ԿԵՆՏՐՈՆ ՊԵՏԱԿԱՆ ՀԱՏԿԱՑՈՒՄՆԵՐԻ ՀԻՄՆԱԴՐԱՄԻ ՀԱՅԱՍՏԱՆՅԱՆ ՄԱՍՆԱՃՅՈՒՂ Օտարերկրյա իրավաբանական անձի մասնաճյուղ,17,495605576,82.41,2,02507171,ՀՀ  առողջապահության  նախարարություն,14,494422130,99.76,2017-02-09,2024-08-11
02221006,«Հայաստանի Հանրապետության բասկետբոլի ֆեդերացիա» հասարակական կազմակերպություն,13,489760600,0,1,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",13,489760600,100,2022-01-23,2026-05-31
02203563,Նորագավիթ պոլիկլինիկա ՓԲԸ,13,489667370,85.81,1,02507171,ՀՀ  առողջապահության  նախարարություն,13,489667370,100,2017-02-09,2022-09-30
08225697,«ՍԷՅԲՐ ԻՆՏԵՐԱԿՏԻՎ ԱՐՄԵՆԻԱ» ՍՊԸ,11,484753454,0,1,02565518,ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,11,484753454,100,2023-03-06,2026-08-02
08406101,Սարուխանի ԲԱ,14,481847755,97.67,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,481847755,100,2017-02-09,2023-04-25
01848257,«ՏՈՍՊ ԳՐՈՒՊ» ՍՊԸ,19,479015856,0,2,02522157,ՀՀ  պաշտպանության  նախարարություն,3,471475000,98.43,2018-04-05,2025-01-30
08425035,Էդգար-շին,30,478546479,0,1,02593108,Երևանի քաղաքապետարան,30,478546479,100,2022-06-30,2026-06-23
02517011,«Հայաստանի երգի պետական թատրոն» ՊՈԱԿ,19,477403200,0,1,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",19,477403200,100,2021-09-12,2026-06-18
00458228,Սարի թաղ պոլիկլինիկա ՓԲԸ,13,476926470,85.46,1,02507171,ՀՀ  առողջապահության  նախարարություն,13,476926470,100,2017-02-09,2022-09-30
02703196,«Օ-ԷՄ-ԴԻ» ՍՊԸ,13,474702345,0,1,02565518,ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,13,474702345,100,2022-10-23,2026-03-29
02511684,Թիվ 1 պոլիկլինիկա ՓԲԸ,13,472728985,83.54,1,02507171,ՀՀ  առողջապահության  նախարարություն,13,472728985,100,2017-02-09,2022-09-30
50003329341,Hannu-pro LTD,21,466445670,0.78,3,01540062,«Հայաստանի հանրային Հեռուստաընկերություն» ՓԲԸ,19,430430390,92.28,2018-05-17,2025-08-13
06902113,Վանաձորի ինֆեկցիոն հիվանդանոց,15,466063190,73.52,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,466063190,100,2017-02-09,2021-02-22
00074714,ՍՈՖԹ ՊՐՈՖ ՍՊԸ,13,463662600,67.63,1,01533334,ՀՀ ներքին գործերի նախարարություն,13,463662600,100,2016-09-22,2026-02-03
01250759,«ՎԱԿ ՄԵՏԱԼ» ՍՊԸ,31,461870260,3.48,7,02522157,ՀՀ  պաշտպանության  նախարարություն,22,431541396,93.43,2018-08-21,2026-03-23
00932296,Բլաժ  ՍՊԸ,14,458810665,0,1,02522157,ՀՀ  պաշտպանության  նախարարություն,14,458810665,100,2016-11-11,2024-04-14
05502356,Գյումրու ուռուցքաբանական դիսպանսեր ՓԲԸ,17,458258430,80.88,1,02507171,ՀՀ  առողջապահության  նախարարություն,17,458258430,100,2017-02-09,2020-12-27
08627168,ՍԱՄ-ՍՈՒՐ ՍՊԸ,37,457106956,1.44,12,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",16,412763756,90.3,2025-04-01,2026-08-16
07614674,ՖԵՐԱԿՕ ՍՊԸ,49,443435700,100,4,02505983,ՀՀ էկոնոմիկայի նախարարություն,45,442530300,99.8,2020-04-29,2026-07-29
02529353,«Հայաստանի էստրադային ջազ նվագախումբ» ՊՈԱԿ,14,443130280,2.99,2,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",10,429885280,97.01,2022-02-01,2026-02-02
00458236,Նուբարաշեն պոլիկլինիկա ՓԲԸ,13,436148270,86.58,1,02507171,ՀՀ  առողջապահության  նախարարություն,13,436148270,100,2017-02-09,2022-09-30
03538112,ՎԻ ԳՐՈՒՊ ՍՊԸ,1327,436024759,0.07,9,02631263,ՀՀ քննչական կոմիտե,1236,409861157,94,2017-02-22,2026-08-11
02515951,«Հայաստանի ազգային օլիմպիական կոմիտե» հասարակական կազմակերպություն,10,434414267,0.23,3,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",8,433424267,99.77,2022-01-23,2026-01-19
02509752,«Հայաստանի մարմնամարզության ֆեդերացիա» հասարակական կազմակերպություն,14,431671200,0,1,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",14,431671200,100,2022-01-23,2026-02-12
02208258,Նիկոլ Դուման ԱԿ,18,430494923,0,4,02593108,Երևանի քաղաքապետարան,10,400982800,93.14,2016-12-28,2021-05-09
09000234,Ջերմուկի ԱԿ,38,425842083,87.97,1,02507171,ՀՀ  առողջապահության  նախարարություն,38,425842083,100,2017-02-09,2023-11-02
05500832,Գյումրիի Ծննդատուն ՓԲԸ,26,425093400,67.04,1,02507171,ՀՀ  առողջապահության  նախարարություն,26,425093400,100,2017-02-09,2020-12-27
05005223,Կարբիի բժշկական ամբուլատորիա ՀՈԱԿ,15,424900950,90.91,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,424900950,100,2017-02-09,2023-04-25
03810942,"«Մասիսի կոմունալ տնտեսություն, բարեկարգում և կանաչապատում» ՀՈԱԿ",13,423424500,99.11,2,03801428,Մասիսի համայնքապետարան,4,419674500,99.11,2022-03-06,2026-01-22
00140169,Քանաքեռ Զեյթուն ծննդատուն ՓԲԸ,26,421510146,82.55,1,02507171,ՀՀ  առողջապահության  նախարարություն,26,421510146,100,2017-02-09,2023-01-22
06955278,ԷԿՈՎԱՆ ՍՊԸ,23,419568181,14.21,1,06901936,«Վանաձորի համայնքապետարանի աշխատակազմ» ՀԿՀ,23,419568181,100,2018-07-11,2023-12-27
00012859,Հայջրնախագիծ ինստիտուտ ՓԲԸ,53,419229868,32.46,4,02555816,ՀՀ  տարածքային կառավարման և ենթակառուցվածքների նախարարության ջրային կոմիտե,39,384827326,91.79,2017-03-20,2025-01-23
05802221,Ախուրիկի ԲԱ ՊՈԱԿ,15,419007400,87.49,1,02507171,ՀՀ  առողջապահության  նախարարություն,15,419007400,100,2017-02-09,2023-04-25
02514349,Երեխաների հատուկ ստեղծագործական կենտրոն ՊՈԱԿ,17,417638500,0,1,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",17,417638500,100,2021-10-25,2026-05-18
09000407,«ԱՐԱՐԱՏ» ՄՈՐ ԵՎ ՄԱՆԿԱՆ ԱՌՈՂՋԱՐԱՆ ՓԲԸ,23,417168553,97.48,3,02507171,ՀՀ  առողջապահության  նախարարություն,15,412948520,98.99,2017-12-25,2025-06-30
01027718,Ռ ՔՈՆՍԱԼԹ ՍՊԸ,27,415973867,0,1,02578338,ՀՀ տարածքային կառավարման և ենթակառուցվածքների նախարարություն,27,415973867,100,2021-12-20,2026-01-12
01848489,ԷլենՆարե ծննդօգնության կենտրոն ՍՊԸ,14,414233204,66.51,1,02507171,ՀՀ  առողջապահության  նախարարություն,14,414233204,100,2017-02-09,2022-01-23
06917685,ՎԱՆԱՁՈՐԻ ՍԱՆՄԱՔՐՈՒՄ ԲԲԸ,23,413424459,4.76,1,06901936,«Վանաձորի համայնքապետարանի աշխատակազմ» ՀԿՀ,23,413424459,100,2017-12-20,2025-01-26
05523921,Արարատ Սննդի Կոմբինատ ՍՊԸ,10,407064472,0,3,02522157,ՀՀ  պաշտպանության  նախարարություն,8,395500472,97.16,2016-03-09,2019-02-25
90000186,Արցախէներգո ՓԲԸ,15,407028388,77.74,3,01507079,ՀՀ ազգային անվտանգության ծառայություն,4,387935988,95.31,2009-01-22,2020-01-21
09210364,Գորիսի Վ.Վաղարշյանի անվան դրամատիկական թատրոն ՊՈԱԿ,13,406849200,0.1,2,02512868,"ՀՀ կրթության, գիտության, մշակույթի և սպորտի նախարարություն",12,406449200,99.9,2022-02-01,2026-08-16
00473014,ԵՆՅԱՆ ԳՐՈՒՊ սպը,26,404648800,100,1,02505983,ՀՀ էկոնոմիկայի նախարարություն,26,404648800,100,2018-04-07,2021-04-29
08416027,«Էնքաղշին» ՍՊԸ,15,403671826,0,4,02593108,ԵՐԵՎԱՆԻ ՔԱՂԱՔԱՊԵՏԱՐԱՆ,10,381779626,94.58,2018-12-09,2026-04-16
03809214,Պապ և Թոռ Գրիգորյաններ ՍՊԸ,11,402750000,0,1,02522157,ՀՀ  պաշտպանության  նախարարություն,11,402750000,100,2016-08-08,2020-01-13
